# file...... results_be84c1a6.csv
# date...... Wed Nov  5 17:04:47 2025
# user...... tgeorgoulakis
# host...... (null)
# target.... house 2
# trigger... (none)
# interval.. 900
# limit..... 10000
# timestamp,house:total_load,washing_machine:base_power,dishwasher:base_power, indoor_lights:base_power, house:heating_setpoint, house:system_mode, house:hvac_load
2024-07-01 14:00:00 PDT,+0.198845,+0,+0,+0.09,+70,COOL,+0.106633
2024-07-01 14:15:00 PDT,+0.198845,+0,+0,+0.09,+70,COOL,+0.106633
2024-07-01 14:30:00 PDT,+0.198845,+0,+0,+0.09,+70,COOL,+0.106633
2024-07-01 14:45:00 PDT,+0.198845,+0,+0,+0.09,+70,COOL,+0.106633
2024-07-01 15:00:00 PDT,+0.219632,+0,+0,+0.11,+70,COOL,+0.106636
2024-07-01 15:15:00 PDT,+0.219632,+0,+0,+0.11,+70,COOL,+0.106636
2024-07-01 15:30:00 PDT,+0.219632,+0,+0,+0.11,+70,COOL,+0.106636
2024-07-01 15:45:00 PDT,+0.219632,+0,+0,+0.11,+70,COOL,+0.106636
2024-07-01 16:00:00 PDT,+0.28744,+0,+0,+0.175,+70,COOL,+0.106626
2024-07-01 16:15:00 PDT,+0.28744,+0,+0,+0.175,+70,COOL,+0.106626
2024-07-01 16:30:00 PDT,+0.28744,+0,+0,+0.175,+70,COOL,+0.106626
2024-07-01 16:45:00 PDT,+0.28744,+0,+0,+0.175,+70,COOL,+0.106626
2024-07-01 17:00:00 PDT,+0.392175,+0,+0,+0.275,+70,COOL,+0.106616
2024-07-01 17:15:00 PDT,+0.392175,+0,+0,+0.275,+70,COOL,+0.106616
2024-07-01 17:30:00 PDT,+0.392175,+0,+0,+0.275,+70,COOL,+0.106616
2024-07-01 17:45:00 PDT,+0.392175,+0,+0,+0.275,+70,COOL,+0.106616
2024-07-01 18:00:00 PDT,+0.444628,+0,+0,+0.325,+70,COOL,+0.106606
2024-07-01 18:15:00 PDT,+0.548826,+0,+0.1,+0.325,+70,COOL,+0.106606
2024-07-01 18:30:00 PDT,+0.653052,+0,+0.2,+0.325,+70,COOL,+0.106606
2024-07-01 18:45:00 PDT,+0.444628,+0,+0,+0.325,+70,COOL,+0.106606
2024-07-01 19:00:00 PDT,+0.470842,+0,+0,+0.35,+70,COOL,+0.106572
2024-07-01 19:15:00 PDT,+0.470842,+0,+0,+0.35,+70,COOL,+0.106572
2024-07-01 19:30:00 PDT,+0.470842,+0,+0,+0.35,+70,COOL,+0.106572
2024-07-01 19:45:00 PDT,+0.470842,+0,+0,+0.35,+70,COOL,+0.106572
2024-07-01 20:00:00 PDT,+0.497059,+0,+0,+0.375,+70,COOL,+0.106534
2024-07-01 20:15:00 PDT,+0.497059,+0,+0,+0.375,+70,COOL,+0.106534
2024-07-01 20:30:00 PDT,+0.497059,+0,+0,+0.375,+70,COOL,+0.106534
2024-07-01 20:45:00 PDT,+0.497059,+0,+0,+0.375,+70,COOL,+0.106534
2024-07-01 21:00:00 PDT,+0.470767,+0,+0,+0.35,+70,COOL,+0.106495
2024-07-01 21:15:00 PDT,+0.470767,+0,+0,+0.35,+70,COOL,+0.106495
2024-07-01 21:30:00 PDT,+0.470767,+0,+0,+0.35,+70,COOL,+0.106495
2024-07-01 21:45:00 PDT,+0.470767,+0,+0,+0.35,+70,COOL,+0.106495
2024-07-01 22:00:00 PDT,+0.392047,+0,+0,+0.275,+70,COOL,+0.106485
2024-07-01 22:15:00 PDT,+0.392047,+0,+0,+0.275,+70,COOL,+0.106485
2024-07-01 22:30:00 PDT,+0.392047,+0,+0,+0.275,+70,COOL,+0.106485
2024-07-01 22:45:00 PDT,+0.392047,+0,+0,+0.275,+70,COOL,+0.106485
2024-07-01 23:00:00 PDT,+0.313447,+0,+0,+0.2,+70,COOL,+0.106476
2024-07-01 23:15:00 PDT,+0.313447,+0,+0,+0.2,+70,COOL,+0.106476
2024-07-01 23:30:00 PDT,+0.313447,+0,+0,+0.2,+70,COOL,+0.106476
2024-07-01 23:45:00 PDT,+0.313447,+0,+0,+0.2,+70,COOL,+0.106476
2024-07-02 00:00:00 PDT,+0.250725,+0,+0,+0.14,+70,COOL,+0.106466
2024-07-02 00:15:00 PDT,+0.250725,+0,+0,+0.14,+70,COOL,+0.106466
2024-07-02 00:30:00 PDT,+0.250725,+0,+0,+0.14,+70,COOL,+0.106466
2024-07-02 00:45:00 PDT,+0.250725,+0,+0,+0.14,+70,COOL,+0.106466
2024-07-02 01:00:00 PDT,+0.235081,+0,+0,+0.125,+70,COOL,+0.106463
2024-07-02 01:15:00 PDT,+0.235081,+0,+0,+0.125,+70,COOL,+0.106463
2024-07-02 01:30:00 PDT,+0.235081,+0,+0,+0.125,+70,COOL,+0.106463
2024-07-02 01:45:00 PDT,+0.235081,+0,+0,+0.125,+70,COOL,+0.106463
2024-07-02 02:00:00 PDT,+0.224664,+0,+0,+0.115,+70,COOL,+0.106462
2024-07-02 02:15:00 PDT,+0.224664,+0,+0,+0.115,+70,COOL,+0.106462
2024-07-02 02:30:00 PDT,+0.224664,+0,+0,+0.115,+70,COOL,+0.106462
2024-07-02 02:45:00 PDT,+0.224664,+0,+0,+0.115,+70,COOL,+0.106462
2024-07-02 03:00:00 PDT,+0.224662,+0,+0,+0.115,+70,COOL,+0.106459
2024-07-02 03:15:00 PDT,+0.224662,+0,+0,+0.115,+70,COOL,+0.106459
2024-07-02 03:30:00 PDT,+0.224662,+0,+0,+0.115,+70,COOL,+0.106459
2024-07-02 03:45:00 PDT,+0.224662,+0,+0,+0.115,+70,COOL,+0.106459
2024-07-02 04:00:00 PDT,+0.229894,+0,+0,+0.12,+70,COOL,+0.106485
2024-07-02 04:15:00 PDT,+0.229894,+0,+0,+0.12,+70,COOL,+0.106485
2024-07-02 04:30:00 PDT,+0.229894,+0,+0,+0.12,+70,COOL,+0.106485
2024-07-02 04:45:00 PDT,+0.229894,+0,+0,+0.12,+70,COOL,+0.106485
2024-07-02 05:00:00 PDT,+0.261206,+0,+0,+0.15,+70,COOL,+0.106511
2024-07-02 05:15:00 PDT,+0.261206,+0,+0,+0.15,+70,COOL,+0.106511
2024-07-02 05:30:00 PDT,+0.261206,+0,+0,+0.15,+70,COOL,+0.106511
2024-07-02 05:45:00 PDT,+0.261206,+0,+0,+0.15,+70,COOL,+0.106511
2024-07-02 06:00:00 PDT,+0.339683,+0,+0,+0.225,+70,COOL,+0.106534
2024-07-02 06:15:00 PDT,+0.339683,+0,+0,+0.225,+70,COOL,+0.106534
2024-07-02 06:30:00 PDT,+0.339683,+0,+0,+0.225,+70,COOL,+0.106534
2024-07-02 06:45:00 PDT,+0.339683,+0,+0,+0.225,+70,COOL,+0.106534
2024-07-02 07:00:00 PDT,+0.392119,+0,+0,+0.275,+70,COOL,+0.106559
2024-07-02 07:15:00 PDT,+0.392119,+0,+0,+0.275,+70,COOL,+0.106559
2024-07-02 07:30:00 PDT,+0.392119,+0,+0,+0.275,+70,COOL,+0.106559
2024-07-02 07:45:00 PDT,+0.392119,+0,+0,+0.275,+70,COOL,+0.106559
2024-07-02 08:00:00 PDT,+0.261277,+0,+0,+0.15,+70,COOL,+0.106584
2024-07-02 08:15:00 PDT,+0.261277,+0,+0,+0.15,+70,COOL,+0.106584
2024-07-02 08:30:00 PDT,+0.261277,+0,+0,+0.15,+70,COOL,+0.106584
2024-07-02 08:45:00 PDT,+0.261277,+0,+0,+0.15,+70,COOL,+0.106584
2024-07-02 09:00:00 PDT,+0.219602,+0,+0,+0.11,+70,COOL,+0.106606
2024-07-02 09:15:00 PDT,+0.219602,+0,+0,+0.11,+70,COOL,+0.106606
2024-07-02 09:30:00 PDT,+0.219602,+0,+0,+0.11,+70,COOL,+0.106606
2024-07-02 09:45:00 PDT,+0.219602,+0,+0,+0.11,+70,COOL,+0.106606
2024-07-02 10:00:00 PDT,+0.198829,+0,+0,+0.09,+70,COOL,+0.106616
2024-07-02 10:15:00 PDT,+0.198829,+0,+0,+0.09,+70,COOL,+0.106616
2024-07-02 10:30:00 PDT,+0.198829,+0,+0,+0.09,+70,COOL,+0.106616
2024-07-02 10:45:00 PDT,+0.198829,+0,+0,+0.09,+70,COOL,+0.106616
2024-07-02 11:00:00 PDT,+0.198839,+0,+0,+0.09,+70,COOL,+0.106626
2024-07-02 11:15:00 PDT,+0.198839,+0,+0,+0.09,+70,COOL,+0.106626
2024-07-02 11:30:00 PDT,+0.198839,+0,+0,+0.09,+70,COOL,+0.106626
2024-07-02 11:45:00 PDT,+0.198839,+0,+0,+0.09,+70,COOL,+0.106626
2024-07-02 12:00:00 PDT,+0.198849,+0,+0,+0.09,+70,COOL,+0.106636
2024-07-02 12:15:00 PDT,+0.198849,+0,+0,+0.09,+70,COOL,+0.106636
2024-07-02 12:30:00 PDT,+0.302479,+0,+0.1,+0.09,+70,COOL,+0.106636
2024-07-02 12:45:00 PDT,+0.198849,+0,+0,+0.09,+70,COOL,+0.106636
2024-07-02 13:00:00 PDT,+0.198851,+0,+0,+0.09,+70,COOL,+0.106638
2024-07-02 13:15:00 PDT,+0.198851,+0,+0,+0.09,+70,COOL,+0.106638
2024-07-02 13:30:00 PDT,+0.198851,+0,+0,+0.09,+70,COOL,+0.106638
2024-07-02 13:45:00 PDT,+0.198851,+0,+0,+0.09,+70,COOL,+0.106638
2024-07-02 14:00:00 PDT,+0.198852,+0,+0,+0.09,+70,COOL,+0.10664
2024-07-02 14:15:00 PDT,+0.198852,+0,+0,+0.09,+70,COOL,+0.10664
2024-07-02 14:30:00 PDT,+0.302482,+0.1,+0,+0.09,+70,COOL,+0.10664
2024-07-02 14:45:00 PDT,+0.302482,+0.1,+0,+0.09,+70,COOL,+0.10664
2024-07-02 15:00:00 PDT,+0.323393,+0.1,+0,+0.11,+70,COOL,+0.106641
2024-07-02 15:15:00 PDT,+0.323393,+0.1,+0,+0.11,+70,COOL,+0.106641
2024-07-02 15:30:00 PDT,+2.4081,+2.1,+0,+0.11,+70,COOL,+0.106641
2024-07-02 15:45:00 PDT,+0.219638,+0,+0,+0.11,+70,COOL,+0.106641
2024-07-02 16:00:00 PDT,+0.287442,+0,+0,+0.175,+70,COOL,+0.106628
2024-07-02 16:15:00 PDT,+0.287442,+0,+0,+0.175,+70,COOL,+0.106628
2024-07-02 16:30:00 PDT,+0.287442,+0,+0,+0.175,+70,COOL,+0.106628
2024-07-02 16:45:00 PDT,+0.287442,+0,+0,+0.175,+70,COOL,+0.106628
2024-07-02 17:00:00 PDT,+0.392173,+0,+0,+0.275,+70,COOL,+0.106614
2024-07-02 17:15:00 PDT,+0.392173,+0,+0,+0.275,+70,COOL,+0.106614
2024-07-02 17:30:00 PDT,+0.392173,+0,+0,+0.275,+70,COOL,+0.106614
2024-07-02 17:45:00 PDT,+0.392173,+0,+0,+0.275,+70,COOL,+0.106614
2024-07-02 18:00:00 PDT,+0.444623,+0,+0,+0.325,+70,COOL,+0.1066
2024-07-02 18:15:00 PDT,+0.444623,+0,+0,+0.325,+70,COOL,+0.1066
2024-07-02 18:30:00 PDT,+0.444623,+0,+0,+0.325,+70,COOL,+0.1066
2024-07-02 18:45:00 PDT,+0.444623,+0,+0,+0.325,+70,COOL,+0.1066
2024-07-02 19:00:00 PDT,+0.470847,+0,+0,+0.35,+70,COOL,+0.106577
2024-07-02 19:15:00 PDT,+0.470847,+0,+0,+0.35,+70,COOL,+0.106577
2024-07-02 19:30:00 PDT,+0.470847,+0,+0,+0.35,+70,COOL,+0.106577
2024-07-02 19:45:00 PDT,+0.470847,+0,+0,+0.35,+70,COOL,+0.106577
2024-07-02 20:00:00 PDT,+0.497076,+0,+0,+0.375,+70,COOL,+0.106553
2024-07-02 20:15:00 PDT,+0.497076,+0,+0,+0.375,+70,COOL,+0.106553
2024-07-02 20:30:00 PDT,+0.497076,+0,+0,+0.375,+70,COOL,+0.106553
2024-07-02 20:45:00 PDT,+0.497076,+0,+0,+0.375,+70,COOL,+0.106553
2024-07-02 21:00:00 PDT,+0.470799,+0,+0,+0.35,+70,COOL,+0.106527
2024-07-02 21:15:00 PDT,+0.470799,+0,+0,+0.35,+70,COOL,+0.106527
2024-07-02 21:30:00 PDT,+0.470799,+0,+0,+0.35,+70,COOL,+0.106527
2024-07-02 21:45:00 PDT,+0.470799,+0,+0,+0.35,+70,COOL,+0.106527
2024-07-02 22:00:00 PDT,+0.392071,+0,+0,+0.275,+70,COOL,+0.10651
2024-07-02 22:15:00 PDT,+0.392071,+0,+0,+0.275,+70,COOL,+0.10651
2024-07-02 22:30:00 PDT,+0.392071,+0,+0,+0.275,+70,COOL,+0.10651
2024-07-02 22:45:00 PDT,+0.392071,+0,+0,+0.275,+70,COOL,+0.10651
2024-07-02 23:00:00 PDT,+0.313463,+0,+0,+0.2,+70,COOL,+0.106493
2024-07-02 23:15:00 PDT,+0.313463,+0,+0,+0.2,+70,COOL,+0.106493
2024-07-02 23:30:00 PDT,+0.313463,+0,+0,+0.2,+70,COOL,+0.106493
2024-07-02 23:45:00 PDT,+0.313463,+0,+0,+0.2,+70,COOL,+0.106493
2024-07-03 00:00:00 PDT,+0.250732,+0,+0,+0.14,+70,COOL,+0.106474
2024-07-03 00:15:00 PDT,+0.250732,+0,+0,+0.14,+70,COOL,+0.106474
2024-07-03 00:30:00 PDT,+0.250732,+0,+0,+0.14,+70,COOL,+0.106474
2024-07-03 00:45:00 PDT,+0.250732,+0,+0,+0.14,+70,COOL,+0.106474
2024-07-03 01:00:00 PDT,+0.235077,+0,+0,+0.125,+70,COOL,+0.106459
2024-07-03 01:15:00 PDT,+0.235077,+0,+0,+0.125,+70,COOL,+0.106459
2024-07-03 01:30:00 PDT,+0.235077,+0,+0,+0.125,+70,COOL,+0.106459
2024-07-03 01:45:00 PDT,+0.235077,+0,+0,+0.125,+70,COOL,+0.106459
2024-07-03 02:00:00 PDT,+0.224647,+0,+0,+0.115,+70,COOL,+0.106445
2024-07-03 02:15:00 PDT,+0.224647,+0,+0,+0.115,+70,COOL,+0.106445
2024-07-03 02:30:00 PDT,+0.224647,+0,+0,+0.115,+70,COOL,+0.106445
2024-07-03 02:45:00 PDT,+0.224647,+0,+0,+0.115,+70,COOL,+0.106445
2024-07-03 03:00:00 PDT,+0.224633,+0,+0,+0.115,+70,COOL,+0.10643
2024-07-03 03:15:00 PDT,+0.224633,+0,+0,+0.115,+70,COOL,+0.10643
2024-07-03 03:30:00 PDT,+0.224633,+0,+0,+0.115,+70,COOL,+0.10643
2024-07-03 03:45:00 PDT,+0.224633,+0,+0,+0.115,+70,COOL,+0.10643
2024-07-03 04:00:00 PDT,+0.229851,+0,+0,+0.12,+70,COOL,+0.106442
2024-07-03 04:15:00 PDT,+0.229851,+0,+0,+0.12,+70,COOL,+0.106442
2024-07-03 04:30:00 PDT,+0.229851,+0,+0,+0.12,+70,COOL,+0.106442
2024-07-03 04:45:00 PDT,+0.229851,+0,+0,+0.12,+70,COOL,+0.106442
2024-07-03 05:00:00 PDT,+0.26115,+0,+0,+0.15,+70,COOL,+0.106454
2024-07-03 05:15:00 PDT,+0.26115,+0,+0,+0.15,+70,COOL,+0.106454
2024-07-03 05:30:00 PDT,+0.26115,+0,+0,+0.15,+70,COOL,+0.106454
2024-07-03 05:45:00 PDT,+0.26115,+0,+0,+0.15,+70,COOL,+0.106454
2024-07-03 06:00:00 PDT,+0.339616,+0,+0,+0.225,+70,COOL,+0.106466
2024-07-03 06:15:00 PDT,+0.339616,+0,+0,+0.225,+70,COOL,+0.106466
2024-07-03 06:30:00 PDT,+0.339616,+0,+0,+0.225,+70,COOL,+0.106466
2024-07-03 06:45:00 PDT,+0.339616,+0,+0,+0.225,+70,COOL,+0.106466
2024-07-03 07:00:00 PDT,+0.392047,+0,+0,+0.275,+70,COOL,+0.106485
2024-07-03 07:15:00 PDT,+0.392047,+0,+0,+0.275,+70,COOL,+0.106485
2024-07-03 07:30:00 PDT,+0.392047,+0,+0,+0.275,+70,COOL,+0.106485
2024-07-03 07:45:00 PDT,+0.392047,+0,+0,+0.275,+70,COOL,+0.106485
2024-07-03 08:00:00 PDT,+0.261199,+0,+0,+0.15,+70,COOL,+0.106504
2024-07-03 08:15:00 PDT,+0.261199,+0,+0,+0.15,+70,COOL,+0.106504
2024-07-03 08:30:00 PDT,+0.261199,+0,+0,+0.15,+70,COOL,+0.106504
2024-07-03 08:45:00 PDT,+0.261199,+0,+0,+0.15,+70,COOL,+0.106504
2024-07-03 09:00:00 PDT,+0.21952,+0,+0,+0.11,+70,COOL,+0.106522
2024-07-03 09:15:00 PDT,+0.21952,+0,+0,+0.11,+70,COOL,+0.106522
2024-07-03 09:30:00 PDT,+0.21952,+0,+0,+0.11,+70,COOL,+0.106522
2024-07-03 09:45:00 PDT,+0.21952,+0,+0,+0.11,+70,COOL,+0.106522
2024-07-03 10:00:00 PDT,+0.198738,+0,+0,+0.09,+70,COOL,+0.106524
2024-07-03 10:15:00 PDT,+0.198738,+0,+0,+0.09,+70,COOL,+0.106524
2024-07-03 10:30:00 PDT,+0.198738,+0,+0,+0.09,+70,COOL,+0.106524
2024-07-03 10:45:00 PDT,+0.198738,+0,+0,+0.09,+70,COOL,+0.106524
2024-07-03 11:00:00 PDT,+0.198739,+0,+0,+0.09,+70,COOL,+0.106525
2024-07-03 11:15:00 PDT,+0.198739,+0,+0,+0.09,+70,COOL,+0.106525
2024-07-03 11:30:00 PDT,+0.198739,+0,+0,+0.09,+70,COOL,+0.106525
2024-07-03 11:45:00 PDT,+0.198739,+0,+0,+0.09,+70,COOL,+0.106525
2024-07-03 12:00:00 PDT,+0.198741,+0,+0,+0.09,+70,COOL,+0.106527
2024-07-03 12:15:00 PDT,+0.198741,+0,+0,+0.09,+70,COOL,+0.106527
2024-07-03 12:30:00 PDT,+0.198741,+0,+0,+0.09,+70,COOL,+0.106527
2024-07-03 12:45:00 PDT,+0.198741,+0,+0,+0.09,+70,COOL,+0.106527
2024-07-03 13:00:00 PDT,+0.198737,+0,+0,+0.09,+70,COOL,+0.106523
2024-07-03 13:15:00 PDT,+0.198737,+0,+0,+0.09,+70,COOL,+0.106523
2024-07-03 13:30:00 PDT,+0.198737,+0,+0,+0.09,+70,COOL,+0.106523
2024-07-03 13:45:00 PDT,+0.198737,+0,+0,+0.09,+70,COOL,+0.106523
2024-07-03 14:00:00 PDT,+0.198733,+0,+0,+0.09,+70,COOL,+0.106519
2024-07-03 14:15:00 PDT,+0.198733,+0,+0,+0.09,+70,COOL,+0.106519
2024-07-03 14:30:00 PDT,+0.302364,+0.1,+0,+0.09,+70,COOL,+0.106519
2024-07-03 14:45:00 PDT,+0.302364,+0.1,+0,+0.09,+70,COOL,+0.106519
2024-07-03 15:00:00 PDT,+0.323269,+0.1,+0,+0.11,+70,COOL,+0.106514
2024-07-03 15:15:00 PDT,+0.323269,+0.1,+0,+0.11,+70,COOL,+0.106514
2024-07-03 15:30:00 PDT,+2.40798,+2.1,+0,+0.11,+70,COOL,+0.106514
2024-07-03 15:45:00 PDT,+0.219512,+0,+0,+0.11,+70,COOL,+0.106514
2024-07-03 16:00:00 PDT,+0.287326,+0,+0,+0.175,+70,COOL,+0.10651
2024-07-03 16:15:00 PDT,+0.287326,+0,+0,+0.175,+70,COOL,+0.10651
2024-07-03 16:30:00 PDT,+0.287326,+0,+0,+0.175,+70,COOL,+0.10651
2024-07-03 16:45:00 PDT,+0.287326,+0,+0,+0.175,+70,COOL,+0.10651
2024-07-03 17:00:00 PDT,+0.392067,+0,+0,+0.275,+70,COOL,+0.106506
2024-07-03 17:15:00 PDT,+0.392067,+0,+0,+0.275,+70,COOL,+0.106506
2024-07-03 17:30:00 PDT,+0.392067,+0,+0,+0.275,+70,COOL,+0.106506
2024-07-03 17:45:00 PDT,+0.392067,+0,+0,+0.275,+70,COOL,+0.106506
2024-07-03 18:00:00 PDT,+0.444527,+0,+0,+0.325,+70,COOL,+0.106501
2024-07-03 18:15:00 PDT,+0.444527,+0,+0,+0.325,+70,COOL,+0.106501
2024-07-03 18:30:00 PDT,+0.444527,+0,+0,+0.325,+70,COOL,+0.106501
2024-07-03 18:45:00 PDT,+0.444527,+0,+0,+0.325,+70,COOL,+0.106501
2024-07-03 19:00:00 PDT,+0.470757,+0,+0,+0.35,+70,COOL,+0.106485
2024-07-03 19:15:00 PDT,+0.470757,+0,+0,+0.35,+70,COOL,+0.106485
2024-07-03 19:30:00 PDT,+0.470757,+0,+0,+0.35,+70,COOL,+0.106485
2024-07-03 19:45:00 PDT,+0.470757,+0,+0,+0.35,+70,COOL,+0.106485
2024-07-03 20:00:00 PDT,+0.496995,+0,+0,+0.375,+70,COOL,+0.106468
2024-07-03 20:15:00 PDT,+0.496995,+0,+0,+0.375,+70,COOL,+0.106468
2024-07-03 20:30:00 PDT,+0.496995,+0,+0,+0.375,+70,COOL,+0.106468
2024-07-03 20:45:00 PDT,+0.496995,+0,+0,+0.375,+70,COOL,+0.106468
2024-07-03 21:00:00 PDT,+0.470725,+0,+0,+0.35,+70,COOL,+0.106451
2024-07-03 21:15:00 PDT,+0.470725,+0,+0,+0.35,+70,COOL,+0.106451
2024-07-03 21:30:00 PDT,+0.470725,+0,+0,+0.35,+70,COOL,+0.106451
2024-07-03 21:45:00 PDT,+0.470725,+0,+0,+0.35,+70,COOL,+0.106451
2024-07-03 22:00:00 PDT,+0.391992,+0,+0,+0.275,+70,COOL,+0.106428
2024-07-03 22:15:00 PDT,+0.391992,+0,+0,+0.275,+70,COOL,+0.106428
2024-07-03 22:30:00 PDT,+0.391992,+0,+0,+0.275,+70,COOL,+0.106428
2024-07-03 22:45:00 PDT,+0.391992,+0,+0,+0.275,+70,COOL,+0.106428
2024-07-03 23:00:00 PDT,+0.313378,+0,+0,+0.2,+70,COOL,+0.106406
2024-07-03 23:15:00 PDT,+0.313378,+0,+0,+0.2,+70,COOL,+0.106406
2024-07-03 23:30:00 PDT,+0.313378,+0,+0,+0.2,+70,COOL,+0.106406
2024-07-03 23:45:00 PDT,+0.313378,+0,+0,+0.2,+70,COOL,+0.106406
2024-07-04 00:00:00 PDT,+0.250642,+0,+0,+0.14,+70,COOL,+0.106381
