temperature,humidity,solar_global,solar_diffuse
7:06:09,88.7,39,67.3525,16.2575
7:06:10,88.16,39,80.5443,16.0717
7:06:11,87.26,43,87.5118,18.2084
7:06:12,89.6,35,91.1349,16.8149
7:06:13,92.48,45,89.2769,15.6072
7:06:14,90.5,38,79.3366,17.4652
7:06:15,89.06,43,68.3744,14.3995
7:06:16,89.96,37,51.6524,13.4705
7:06:17,89.6,38,33.7227,10.8693
7:06:18,85.46,48,15.9788,7.0604
7:06:19,82.76,54,1.1148,1.0219
7:06:20,80.96,54,0,0
7:06:21,80.6,54,0,0
7:06:22,79.88,55,0,0
7:06:23,78.8,54,0,0
7:07:00,76.1,63,0,0
7:07:01,75.56,67,0,0
7:07:02,73.76,69,0,0
7:07:03,73.76,68,0,0
7:07:04,72.5,68,0,0
7:07:05,71.06,72,1.5793,1.3006
7:07:06,72.68,66,16.5362,7.1533
7:07:07,72.86,68,34.373,10.8693
7:07:08,79.16,64,52.024,13.4705
7:07:09,82.58,63,69.0247,13.935
7:07:10,82.76,60,81.752,14.6782
7:07:11,84.38,61,87.8834,17.2794
7:07:12,84.38,63,92.5284,15.1427
7:07:13,85.1,62,87.6976,17.2794
7:07:14,82.76,67,79.7082,16.6291
7:07:15,82.4,69,68.2815,14.3066
7:07:16,81.86,69,51.2808,13.7492
7:07:17,81.5,71,32.9795,11.7983
7:07:18,79.88,74,15.5143,7.432
7:07:19,78.08,80,1.1148,1.0219
7:07:20,77,84,0,0
7:07:21,76.46,85,0,0
7:07:22,76.1,84,0,0
7:07:23,74.66,86,0,0
7:08:00,74.66,88,0,0
7:08:01,73.76,91,0,0
7:08:02,73.4,89,0,0
7:08:03,72.5,91,0,0
7:08:04,71.6,88,0,0
7:08:05,70.16,79,1.1148,1.0219
7:08:06,71.96,74,11.8912,8.9184
7:08:07,75.56,67,28.6132,15.8859
7:08:08,79.7,57,48.4009,17.651
7:08:09,83.66,44,63.6365,20.5309
7:08:10,89.06,33,77.5715,19.6019
7:08:11,90.86,29,54.9968,43.1056
7:08:12,93.2,27,88.3479,20.0664
7:08:13,94.46,28,85.1893,20.6238
7:08:14,95,30,76.0851,21.5528
7:08:15,94.46,31,52.2098,31.2144
7:08:16,94.1,30,21.367,20.7167
7:08:17,91.76,30,25.083,17.1865
7:08:18,86,36,5.8527,5.7598
7:08:19,87.8,33,1.4864,1.2077
7:08:20,85.1,35,0,0
7:08:21,81.68,40,0,0
7:08:22,80.06,47,0,0
7:08:23,77.9,51,0,0
7:09:00,76.46,48,0,0
7:09:01,75.2,51,0,0
7:09:02,73.4,53,0,0
7:09:03,72.5,53,0,0
7:09:04,71.96,56,0,0
7:09:05,72.68,52,1.3935,1.1148
7:09:06,73.76,55,15.1427,7.7107
7:09:07,77.36,48,32.3292,12.3557
7:09:08,83.48,38,50.3518,14.7711
7:09:09,89.6,33,66.9809,15.1427
7:09:10,93.56,28,78.5934,17.5581
7:09:11,95.9,26,86.8615,17.3723
7:09:12,97.88,24,90.4846,16.2575
7:09:13,98.06,24,80.1727,27.4984
7:09:14,100.76,22,57.8767,37.9961
7:09:15,99.68,25,65.6803,16.8149
7:09:16,97.16,27,49.5157,15.4214
7:09:17,96.26,27,31.7718,12.7273
7:09:18,93.38,29,15.0498,7.5249
7:09:19,89.96,30,1.3935,1.1148
7:09:20,86.9,32,0,0
7:09:21,83.48,48,0,0
7:09:22,80.78,40,0,0
7:09:23,79.7,57,0,0
7:10:00,77.9,63,0,0
7:10:01,75.56,69,0,0
7:10:02,74.3,56,0,0
7:10:03,74.3,57,0,0
7:10:04,72.86,63,0,0
7:10:05,71.96,66,1.4864,1.2077
7:10:06,74.48,62,16.3504,6.8746
7:10:07,78.26,56,33.8156,10.7764
7:10:08,82.76,53,51.1879,13.4705
7:10:09,86.36,47,67.0738,15.1427
7:10:10,91.4,31,79.0579,16.722
7:10:11,96.26,30,86.0254,18.9516
7:10:12,97.16,30,90.2059,16.8149
7:10:13,98.06,25,86.4899,18.2084
7:10:14,97.16,27,78.1289,18.2084
7:10:15,97.16,27,66.1448,16.1646
7:10:16,96.08,28,51.0021,13.4705
7:10:17,94.28,29,33.2582,10.9622
7:10:18,90.86,32,15.7001,7.0604
7:10:19,85.28,49,1.0219,0.929
7:10:20,80.78,59,0,0
7:10:21,78.8,60,0,0
7:10:22,77.36,69,0,0
7:10:23,76.1,71,0,0
7:11:00,75.38,73,0,0
7:11:01,74.66,67,0,0
7:11:02,73.4,73,0,0
7:11:03,73.4,69,0,0
7:11:04,72.5,71,0,0
7:11:05,71.06,72,1.1148,1.0219
7:11:06,72.86,68,15.793,7.0604
7:11:07,78.08,54,33.444,10.8693
7:11:08,82.4,49,51.2808,13.1918
7:11:09,86.9,35,68.746,13.2847
7:11:10,89.06,34,82.0307,13.3776
7:11:11,91.76,36,88.3479,15.6072
7:11:12,93.56,33,92.0639,14.6782
7:11:13,95,32,87.8834,16.1646
7:11:14,95,33,80.2656,15.2356
7:11:15,95.36,31,67.9099,14.0279
7:11:16,94.46,30,51.4666,12.9131
7:11:17,92.48,34,33.1653,10.9622
7:11:18,89.06,39,15.5143,7.0604
7:11:19,85.1,46,0.929,0.8361
7:11:20,82.58,47,0,0
7:11:21,80.96,52,0,0
7:11:22,79.16,58,0,0
7:11:23,78.26,60,0,0
7:12:00,77.18,66,0,0
7:12:01,75.38,71,0,0
7:12:02,74.3,74,0,0
7:12:03,72.86,76,0,0
7:12:04,72.5,78,0,0
7:12:05,71.78,78,0.0929,0.0929
7:12:06,73.58,72,1.7651,1.7651
7:12:07,77,66,22.8534,17.1865
7:12:08,81.5,59,47.9364,16.9078
7:12:09,88.7,41,65.1229,16.8149
7:12:10,92.3,37,76.4567,19.6019
7:12:11,95.36,31,84.6319,19.7877
7:12:12,97.7,30,88.3479,18.4871
7:12:13,100.4,32,84.6319,19.7877
7:12:14,101.66,32,76.4567,19.6019
7:12:15,102.2,33,19.6019,19.6019
7:12:16,101.66,35,13.5634,13.5634
7:12:17,99.86,37,3.8089,3.8089
7:12:18,96.26,40,4.3663,4.3663
7:12:19,91.4,32,0.0929,0.0929
7:12:20,87.08,50,0,0
7:12:21,84.56,55,0,0
7:12:22,81.86,62,0,0
7:12:23,80.06,71,0,0
7:13:00,78.8,72,0,0
7:13:01,78.08,77,0,0
7:13:02,77.36,83,0,0
7:13:03,76.28,89,0,0
7:13:04,76.46,89,0,0
7:13:05,76.46,86,0.7432,0.7432
7:13:06,77.9,84,14.7711,7.432
7:13:07,78.98,80,32.515,11.3338
7:13:08,81.5,74,50.166,14.2137
7:13:09,85.46,65,67.3525,14.3995
7:13:10,89.06,42,79.9869,15.1427
7:13:11,92.66,50,87.6047,16.0717
7:13:12,96.26,45,92.8071,13.5634
7:13:13,98.06,44,88.1621,15.7001
7:13:14,98.06,43,80.4514,14.6782
7:13:15,95.18,48,68.0957,13.6563
7:13:16,90.68,54,51.5595,12.7273
7:13:17,91.4,54,32.9795,10.9622
7:13:18,89.6,57,15.3285,7.0604
7:13:19,86,64,0.7432,0.7432
7:13:20,83.3,68,0,0
7:13:21,81.68,70,0,0
7:13:22,81.5,69,0,0
7:13:23,80.6,72,0,0
7:14:00,79.16,78,0,0
7:14:01,77.9,84,0,0
7:14:02,77.36,85,0,0
7:14:03,77.9,83,0,0
7:14:04,78.08,83,0,0
7:14:05,78.08,84,0.2787,0.2787
7:14:06,77.9,84,14.6782,7.0604
7:14:07,79.16,80,32.1434,10.9622
7:14:08,80.6,75,47.6577,16.4433
7:14:09,81.68,75,51.095,30.657
7:14:10,85.1,64,33.1653,31.9576
7:14:11,88.16,56,7.8036,7.8036
7:14:12,90.86,50,9.29,9.29
7:14:13,92.3,48,61.9643,41.4334
7:14:14,91.58,48,39.8541,36.1381
7:14:15,90.86,49,57.598,25.9191
7:14:16,89.96,50,32.515,25.4546
7:14:17,88.16,53,4.645,4.645
7:14:18,85.1,59,2.6012,2.6012
7:14:19,81.68,67,0.5574,0.5574
7:14:20,79.7,71,0,0
7:14:21,78.26,76,0,0
7:14:22,77.18,80,0,0
7:14:23,77,78,0,0
7:15:00,76.46,81,0,0
7:15:01,75.56,84,0,0
7:15:02,74.66,85,0,0
7:15:03,73.76,86,0,0
7:15:04,73.58,86,0,0
7:15:05,72.86,88,0.5574,0.5574
7:15:06,74.48,86,14.4924,7.0604
7:15:07,77.9,74,27.2197,15.6072
7:15:08,80.96,66,46.6358,17.7439
7:15:09,84.38,53,51.5595,30.5641
7:15:10,86.9,50,64.7513,33.1653
7:15:11,89.96,47,83.8887,20.6238
7:15:12,91.4,46,87.0473,20.0664
7:15:13,91.76,45,85.8396,17.3723
7:15:14,91.4,46,77.9431,16.722
7:15:15,89.96,46,66.9809,14.1208
7:15:16,89.06,47,46.8216,17.7439
7:15:17,87.98,48,32.7937,10.7764
7:15:18,85.1,52,15.4214,6.7817
7:15:19,81.5,60,0.7432,0.7432
7:15:20,79.16,65,0,0
7:15:21,77.9,70,0,0
7:15:22,77,74,0,0
7:15:23,76.28,76,0,0
7:16:00,75.56,78,0,0
7:16:01,74.66,80,0,0
7:16:02,74.48,79,0,0
7:16:03,73.4,82,0,0
7:16:04,72.5,82,0,0
7:16:05,71.06,84,0.4645,0.4645
7:16:06,72.86,79,15.0498,6.7817
7:16:07,77,73,32.9795,10.219
7:16:08,80.6,45,50.9092,12.4486
7:16:09,84.56,49,67.5383,13.3776
7:16:10,87.8,31,79.6153,14.864
7:16:11,90.86,27,86.7686,16.1646
7:16:12,92.3,28,89.5556,16.3504
7:16:13,93.56,26,86.8615,16.1646
7:16:14,93.2,25,73.7626,23.3179
7:16:15,94.1,26,65.5874,15.6072
7:16:16,93.56,27,50.3518,13.1918
7:16:17,91.4,31,33.0724,10.4048
7:16:18,88.7,33,15.5143,6.6888
7:16:19,85.1,40,0.6503,0.6503
7:16:20,80.96,49,0,0
7:16:21,78.8,55,0,0
7:16:22,77.18,61,0,0
7:16:23,75.56,65,0,0
7:17:00,74.48,69,0,0
7:17:01,73.4,69,0,0
7:17:02,71.96,69,0,0
7:17:03,71.06,68,0,0
7:17:04,69.8,69,0,0
7:17:05,69.8,69,0.4645,0.4645
7:17:06,71.96,65,14.7711,6.7817
7:17:07,75.56,59,32.4221,10.4977
7:17:08,80.6,54,49.8873,13.2847
7:17:09,85.46,43,65.4945,15.1427
7:17:10,88.7,39,77.1999,17.4652
7:17:11,90.68,36,85.0964,18.2084
7:17:12,92.66,33,88.3479,17.5581
7:17:13,93.56,32,86.1183,16.6291
7:17:14,94.1,30,78.2218,16.1646
7:17:15,93.2,32,65.03,16.1646
7:17:16,91.4,35,49.0512,14.5853
7:17:17,89.6,33,31.4931,11.7054
7:17:18,86.18,42,7.8965,7.2462
7:17:19,82.76,50,0.0929,0.0929
7:17:20,80.06,62,0,0
7:17:21,78.8,72,0,0
7:17:22,78.08,75,0,0
7:17:23,78.08,71,0,0
7:18:00,77.9,73,0,0
7:18:01,77.9,73,0,0
7:18:02,77,74,0,0
7:18:03,75.2,75,0,0
7:18:04,75.2,75,0,0
7:18:05,74.66,77,0.1858,0.1858
7:18:06,75.56,76,12.6344,7.8036
7:18:07,77.36,68,29.3564,13.5634
7:18:08,78.8,41,42.734,21.4599
7:18:09,82.76,38,50.4447,31.0286
7:18:10,89.06,33,56.7619,37.7174
7:18:11,91.4,34,79.4295,27.4055
7:18:12,93.2,35,92.1568,13.6563
7:18:13,94.28,31,87.9763,15.2356
7:18:14,94.46,33,81.1017,13.3776
7:18:15,94.1,35,67.0738,14.0279
7:18:16,92.66,36,51.1879,12.4486
7:18:17,89.6,41,32.7937,10.4977
7:18:18,86,45,15.0498,6.6888
7:18:19,83.3,52,0.4645,0.4645
7:18:20,80.96,46,0,0
7:18:21,78.98,64,0,0
7:18:22,77.36,79,0,0
7:18:23,76.46,83,0,0
7:19:00,76.46,83,0,0
7:19:01,77,77,0,0
7:19:02,77,75,0,0
7:19:03,76.46,75,0,0
7:19:04,75.38,75,0,0
7:19:05,74.3,73,0.1858,0.1858
7:19:06,73.76,72,14.2137,6.7817
7:19:07,77.18,52,31.8647,10.6835
7:19:08,82.76,53,49.7944,13.1918
7:19:09,85.46,54,65.8661,14.7711
7:19:10,88.16,39,78.1289,16.1646
7:19:11,89.6,46,85.7467,17.3723
7:19:12,92.66,41,88.9982,16.8149
7:19:13,95.36,40,85.3751,18.2084
7:19:14,96.8,39,78.3147,16.0717
7:19:15,96.26,45,65.1229,16.1646
7:19:16,95,47,49.6086,13.7492
7:19:17,92.66,51,31.9576,11.0551
7:19:18,89.96,53,15.2356,6.6888
7:19:19,85.28,61,0.4645,0.4645
7:19:20,81.86,69,0,0
7:19:21,80.06,75,0,0
7:19:22,79.16,77,0,0
7:19:23,78.26,80,0,0
7:20:00,78.08,76,0,0
7:20:01,76.46,79,0,0
7:20:02,75.56,82,0,0
7:20:03,75.2,81,0,0
7:20:04,75.38,81,0,0
7:20:05,74.66,81,0,0
7:20:06,75.56,79,14.0279,6.6888
7:20:07,79.16,67,31.4002,10.7764
7:20:08,86.9,38,49.9802,12.6344
7:20:09,91.58,28,66.9809,13.3776
7:20:10,95.9,24,79.0579,14.7711
7:20:11,95.9,26,86.397,16.1646
7:20:12,95.18,31,91.5994,13.6563
7:20:13,94.46,42,87.4189,15.1427
7:20:14,93.2,42,80.2656,13.935
7:20:15,92.48,42,66.3306,14.3995
7:20:16,90.86,46,50.5376,12.8202
7:20:17,90.5,45,32.0505,10.6835
7:20:18,88.16,51,14.5853,6.6888
7:20:19,84.2,60,0.2787,0.2787
7:20:20,80.96,72,0,0
7:20:21,79.7,75,0,0
7:20:22,78.8,78,0,0
7:20:23,78.26,80,0,0
7:21:00,78.26,77,0,0
7:21:01,78.98,75,0,0
7:21:02,77.36,81,0,0
7:21:03,77.18,82,0,0
7:21:04,76.46,83,0,0
7:21:05,76.1,83,0,0
7:21:06,77.36,79,14.1208,6.503
7:21:07,78.26,79,32.3292,10.219
7:21:08,81.5,71,50.9092,12.077
7:21:09,84.2,62,66.7951,13.935
7:21:10,88.7,50,79.7082,14.6782
7:21:11,90.86,44,87.5118,15.6072
7:21:12,93.38,44,88.4408,18.3013
7:21:13,93.56,42,85.2822,18.8587
7:21:14,94.46,42,78.3147,16.6291
7:21:15,93.56,43,65.03,16.6291
7:21:16,92.66,43,49.7944,13.6563
7:21:17,91.76,45,31.7718,11.148
7:21:18,89.96,62,14.0279,7.0604
7:21:19,87.08,50,0.1858,0.1858
7:21:20,82.76,50,0,0
7:21:21,80.96,58,0,0
7:21:22,78.8,68,0,0
7:21:23,77.9,73,0,0
7:22:00,76.46,78,0,0
7:22:01,75.56,80,0,0
7:22:02,75.2,78,0,0
7:22:03,74.3,83,0,0
7:22:04,73.76,81,0,0
7:22:05,72.5,80,0,0
7:22:06,73.76,78,8.6397,7.432
7:22:07,78.26,68,31.4931,10.4977
7:22:08,81.86,68,49.5157,12.9131
7:22:09,84.2,60,65.03,15.0498
7:22:10,86.36,51,77.2928,16.6291
7:22:11,89.6,46,85.8396,16.6291
7:22:12,91.58,42,89.184,16.3504
7:22:13,93.56,41,86.0254,16.6291
7:22:14,94.28,41,79.7082,14.3066
7:22:15,94.28,42,65.4945,15.0498
7:22:16,92.66,46,50.3518,12.7273
7:22:17,92.3,45,31.8647,10.6835
7:22:18,89.96,46,14.1208,6.6888
7:22:19,86.18,51,0,0
7:22:20,81.5,62,0,0
7:22:21,79.16,65,0,0
7:22:22,77.9,69,0,0
7:22:23,76.46,72,0,0
7:23:00,76.28,72,0,0
7:23:01,76.46,74,0,0
7:23:02,76.28,74,0,0
7:23:03,76.1,70,0,0
7:23:04,75.2,74,0,0
7:23:05,74.66,75,0,0
7:23:06,74.66,75,13.8421,6.4101
7:23:07,77,71,31.9576,10.1261
7:23:08,79.7,65,50.5376,12.077
7:23:09,83.66,52,65.7732,14.6782
7:23:10,87.26,40,78.5934,15.6072
7:23:11,90.68,38,87.6976,15.0498
7:23:12,92.48,37,89.184,16.722
7:23:13,93.56,39,86.4899,16.5362
7:23:14,95.36,33,80.6372,13.8421
7:23:15,96.08,33,65.8661,15.0498
7:23:16,95.9,35,50.3518,12.9131
7:23:17,95.18,37,32.0505,10.5906
7:23:18,91.58,38,14.2137,6.5959
7:23:19,87.8,39,0,0
7:23:20,83.48,48,0,0
7:23:21,80.06,65,0,0
7:23:22,78.8,68,0,0
7:23:23,77.9,70,0,0
7:24:00,77,79,0,0
7:24:01,76.1,76,0,0
7:24:02,75.2,73,0,0
7:24:03,72.86,79,0,0
7:24:04,72.5,83,0,0
7:24:05,71.6,83,0,0
7:24:06,72.86,77,12.8202,6.6888
7:24:07,77.18,68,30.2854,10.9622
7:24:08,80.06,64,48.2151,13.6563
7:24:09,84.38,56,63.8223,16.0717
7:24:10,87.98,47,74.2271,20.7167
7:24:11,92.3,34,84.4461,18.2084
7:24:12,95.9,31,86.3041,20.0664
7:24:13,96.26,39,84.0745,18.8587
7:24:14,97.88,34,77.107,16.6291
7:24:15,97.7,34,63.9152,16.6291
7:24:16,96.26,39,39.5754,23.1321
7:24:17,92.66,42,30.1925,11.8912
7:24:18,88.7,49,13.0989,7.0604
7:24:19,84.56,51,0,0
7:24:20,81.86,55,0,0
7:24:21,80.06,63,0,0
7:24:22,78.8,67,0,0
7:24:23,77.18,74,0,0
7:25:00,76.1,77,0,0
7:25:01,75.56,80,0,0
7:25:02,74.48,81,0,0
7:25:03,74.66,83,0,0
7:25:04,74.66,82,0,0
7:25:05,74.66,79,0,0
7:25:06,75.2,76,11.2409,7.3391
7:25:07,77.9,72,30.657,10.4977
7:25:08,80.06,68,49.1441,12.6344
7:25:09,85.1,60,64.101,15.5143
7:25:10,87.26,54,77.1999,16.0717
7:25:11,87.98,50,87.1402,14.6782
7:25:12,89.6,46,88.1621,16.8149
7:25:13,90.5,44,85.468,16.6291
7:25:14,90.86,45,78.7792,14.7711
7:25:15,89.6,48,64.5655,15.5143
7:25:16,90.5,48,48.6796,13.6563
7:25:17,89.06,50,31.1215,10.6835
7:25:18,89.06,49,13.3776,6.6888
7:25:19,81.86,61,0,0
7:25:20,80.06,65,0,0
7:25:21,78.8,70,0,0
7:25:22,77.36,74,0,0
7:25:23,76.46,77,0,0
7:26:00,76.1,76,0,0
7:26:01,75.2,77,0,0
7:26:02,75.56,76,0,0
7:26:03,76.28,72,0,0
7:26:04,76.28,71,0,0
7:26:05,77,71,0,0
7:26:06,77.18,71,12.5415,6.6888
7:26:07,80.6,66,31.2144,10.219
7:26:08,82.4,61,49.237,12.9131
7:26:09,85.46,53,64.1939,16.5362
7:26:10,87.98,50,76.8283,18.0226
7:26:11,89.6,47,85.8396,17.1865
7:26:12,93.56,40,87.326,19.9735
7:26:13,95.9,34,84.6319,19.6019
7:26:14,96.26,41,77.6644,17.3723
7:26:15,95.36,40,64.2868,17.0936
7:26:16,94.28,42,49.3299,13.5634
7:26:17,93.38,42,31.4931,10.5906
7:26:18,91.76,45,13.4705,6.6888
7:26:19,87.98,51,0,0
7:26:20,85.1,56,0,0
7:26:21,81.86,66,0,0
7:26:22,79.88,71,0,0
7:26:23,78.8,73,0,0
7:27:00,77.9,74,0,0
7:27:01,76.46,79,0,0
7:27:02,75.56,82,0,0
7:27:03,75.2,83,0,0
7:27:04,74.3,81,0,0
7:27:05,73.4,84,0,0
7:27:06,74.66,83,12.4486,6.503
7:27:07,77.36,78,30.4712,10.4048
7:27:08,80.78,68,49.0512,12.7273
7:27:09,84.56,58,64.4726,15.4214
7:27:10,88.88,48,76.7354,17.2794
7:27:11,91.76,39,85.8396,16.5362
7:27:12,95.36,33,83.9816,24.4327
7:27:13,98.78,36,79.9869,25.9191
7:27:14,99.5,34,43.1056,37.4387
7:27:15,100.4,33,53.6962,28.7061
7:27:16,99.5,35,46.7287,16.4433
7:27:17,97.88,37,30.2854,11.6125
7:27:18,94.46,30,11.5196,7.432
7:27:19,91.76,44,0,0
7:27:20,88.16,50,0,0
7:27:21,83.66,54,0,0
7:27:22,80.6,64,0,0
7:27:23,78.8,70,0,0
7:28:00,77.36,75,0,0
7:28:01,76.46,78,0,0
7:28:02,76.46,78,0,0
7:28:03,75.2,72,0,0
7:28:04,74.48,74,0,0
7:28:05,73.76,74,0,0
7:28:06,75.2,69,12.4486,6.4101
7:28:07,79.16,62,30.0067,10.9622
7:28:08,82.76,54,48.1222,13.8421
7:28:09,87.8,46,63.9152,16.4433
7:28:10,93.2,37,76.6425,18.0226
7:28:11,97.16,34,85.1893,17.9297
7:28:12,100.76,32,87.1402,19.9735
7:28:13,102.38,32,84.9106,18.7658
7:28:14,102.2,30,77.3857,17.2794
7:28:15,101.3,31,63.7294,17.651
7:28:16,99.5,32,48.7725,13.935
7:28:17,95.9,36,30.8428,10.9622
7:28:18,92.3,41,13.006,6.5959
7:28:19,87.8,39,0,0
7:28:20,85.1,44,0,0
7:28:21,82.76,58,0,0
7:28:22,80.78,70,0,0
7:28:23,79.16,77,0,0
7:29:00,77.9,74,0,0
7:29:01,77,78,0,0
7:29:02,75.56,78,0,0
7:29:03,74.3,69,0,0
7:29:04,73.58,68,0,0
7:29:05,72.5,66,0,0
7:29:06,72.86,64,11.7054,6.503
7:29:07,77.9,60,29.3564,10.9622
7:29:08,81.5,66,48.1222,13.006
7:29:09,86,58,63.3578,15.9788
7:29:10,89.96,49,75.9922,17.2794
7:29:11,93.56,48,86.0254,15.6072
7:29:12,97.16,45,87.9763,16.8149
7:29:13,97.7,43,85.7467,16.1646
7:29:14,99.5,38,78.8721,14.3066
7:29:15,99.5,37,64.5655,14.9569
7:29:16,98.96,38,48.6796,13.006
7:29:17,97.7,36,31.0286,10.3119
7:29:18,91.4,41,12.7273,6.4101
7:29:19,89.78,45,0,0
7:29:20,85.46,53,0,0
7:29:21,83.48,56,0,0
7:29:22,81.86,79,0,0
7:29:23,80.06,65,0,0
7:30:00,78.8,72,0,0
7:30:01,77.36,74,0,0
7:30:02,76.46,76,0,0
7:30:03,76.1,64,0,0
7:30:04,74.48,64,0,0
7:30:05,73.76,63,0,0
7:30:06,74.48,63,7.6178,6.5959
7:30:07,78.8,57,28.7061,11.4267
7:30:08,83.3,49,47.1932,13.8421
7:30:09,88.7,40,62.8933,16.4433
7:30:10,93.38,37,76.3638,16.5362
7:30:11,97.88,29,85.9325,15.6072
7:30:12,102.56,25,88.4408,16.2575
7:30:13,104.9,26,86.2112,15.7001
7:30:14,105.26,29,76.7354,16.6291
7:30:15,104.9,28,63.4507,16.6291
7:30:16,104,38,47.5648,14.3066
7:30:17,102.2,40,31.7718,9.4758
7:30:18,93.2,50,12.1699,6.503
7:30:19,87.08,51,0,0
7:30:20,83.3,74,0,0
7:30:21,80.96,77,0,0
7:30:22,79.88,79,0,0
7:30:23,78.98,79,0,0
7:31:00,77.9,77,0,0
7:31:01,77,81,0,0
7:31:02,75.56,82,0,0
7:31:03,75.56,83,0,0
7:31:04,74.66,83,0,0
7:31:05,73.4,83,0,0
7:31:06,74.3,81,11.6125,6.2243
7:31:07,77,69,29.4493,10.6835
7:31:08,82.4,60,47.6577,13.3776
7:31:09,88.16,45,62.5217,17.5581
7:31:10,90.86,46,75.8993,17.9297
7:31:11,93.38,42,84.539,18.0226
7:31:12,95.18,41,86.397,19.8806
7:31:13,95.36,41,84.2603,18.8587
7:31:14,95.9,45,76.6425,17.2794
7:31:15,96.8,43,62.6146,18.1155
7:31:16,95.9,43,46.9145,15.4214
7:31:17,92.3,47,28.7061,12.2628
7:31:18,85.82,63,11.2409,6.9675
7:31:19,83.48,69,0,0
7:31:20,82.22,74,0,0
7:31:21,79.88,74,0,0
7:31:22,77.9,73,0,0
7:31:23,76.1,71,0,0
8:01:00,74.3,68,0,0
8:01:01,73.58,68,0,0
8:01:02,72.68,69,0,0
8:01:03,72.32,69,0,0
8:01:04,72.86,69,0,0
8:01:05,74.66,67,0,0
8:01:06,71.96,71,10.3119,6.7817
8:01:07,76.28,65,23.4108,15.1427
8:01:08,79.16,59,37.5316,22.8534
8:01:09,82.76,50,58.6199,22.0173
8:01:10,86,42,77.3857,14.6782
8:01:11,87.98,40,86.1183,14.5853
8:01:12,89.96,37,90.0201,13.6563
8:01:13,89.96,38,86.3041,14.5853
8:01:14,92.66,35,76.9212,15.7001
8:01:15,94.28,33,63.172,16.3504
8:01:16,95.18,34,34.6517,24.3398
8:01:17,91.76,49,22.5747,15.793
8:01:18,87.8,53,11.8912,6.4101
8:01:19,83.3,62,0,0
8:01:20,80.78,69,0,0
8:01:21,78.8,75,0,0
8:01:22,78.26,73,0,0
8:01:23,77.18,72,0,0
8:02:00,76.46,79,0,0
8:02:01,76.46,79,0,0
8:02:02,76.1,78,0,0
8:02:03,75.56,80,0,0
8:02:04,74.3,82,0,0
8:02:05,73.58,82,0,0
8:02:06,74.66,81,11.4267,6.1314
8:02:07,78.26,73,27.4984,12.1699
8:02:08,82.58,66,45.8926,15.0498
8:02:09,84.56,62,62.243,16.8149
8:02:10,87.8,55,75.9922,16.3504
8:02:11,90.5,49,83.7029,17.9297
8:02:12,90.68,49,83.7029,22.8534
8:02:13,91.4,49,80.6372,23.1321
8:02:14,92.3,47,74.5987,19.2303
8:02:15,91.58,49,61.6856,18.3942
8:02:16,91.76,47,45.3352,16.3504
8:02:17,91.76,45,26.5694,13.5634
8:02:18,90.5,48,12.077,6.2243
8:02:19,87.08,53,0,0
8:02:20,84.38,61,0,0
8:02:21,82.4,65,0,0
8:02:22,78.98,76,0,0
8:02:23,77.36,81,0,0
8:03:00,77.18,81,0,0
8:03:01,76.46,81,0,0
8:03:02,76.46,83,0,0
8:03:03,74.66,83,0,0
8:03:04,75.2,84,0,0
8:03:05,74.66,84,0,0
8:03:06,75.56,83,12.4486,5.4811
8:03:07,78.26,79,29.9138,9.6616
8:03:08,81.68,69,48.7725,11.6125
8:03:09,84.56,60,65.8661,12.6344
8:03:10,87.08,49,78.2218,14.1208
8:03:11,88.7,49,87.0473,13.935
8:03:12,90.5,45,90.9491,13.006
8:03:13,92.3,40,87.2331,14.0279
8:03:14,91.76,41,78.965,13.6563
8:03:15,91.76,41,65.2158,13.6563
8:03:16,90.68,42,49.0512,11.9841
8:03:17,89.06,45,30.9357,9.3829
8:03:18,86.36,47,12.6344,5.7598
8:03:19,83.48,44,0,0
8:03:20,80.96,53,0,0
8:03:21,78.98,68,0,0
8:03:22,78.08,73,0,0
8:03:23,77.18,74,0,0
8:04:00,76.28,79,0,0
8:04:01,75.56,82,0,0
8:04:02,74.66,82,0,0
8:04:03,74.48,84,0,0
8:04:04,74.3,83,0,0
8:04:05,73.4,82,0,0
8:04:06,73.76,82,11.4267,5.7598
8:04:07,77,77,23.5966,14.5853
8:04:08,81.5,62,27.7771,23.5037
8:04:09,86.18,55,42.1766,31.8647
8:04:10,88.88,51,51.095,37.8103
8:04:11,90.86,48,63.9152,39.3896
8:04:12,92.66,45,88.8124,14.6782
8:04:13,95.18,43,86.4899,14.0279
8:04:14,96.8,42,78.6863,13.2847
8:04:15,97.16,42,64.9371,13.3776
8:04:16,95.36,39,48.2151,12.2628
8:04:17,95.18,39,29.9138,9.7545
8:04:18,92.48,46,11.9841,5.6669
8:04:19,88.7,53,0,0
8:04:20,82.76,65,0,0
8:04:21,81.5,64,0,0
8:04:22,80.06,71,0,0
8:04:23,79.16,78,0,0
8:05:00,78.8,81,0,0
8:05:01,77.36,83,0,0
8:05:02,77.18,84,0,0
8:05:03,77.36,86,0,0
8:05:04,76.28,83,0,0
8:05:05,75.56,84,0,0
8:05:06,76.28,83,10.9622,5.6669
8:05:07,79.7,78,28.9848,9.6616
8:05:08,82.4,71,47.379,11.9841
8:05:09,85.1,64,60.7566,17.8368
8:05:10,87.98,58,76.8283,14.2137
8:05:11,90.5,54,83.7958,16.3504
